"table_name","src_sys_cd","project","count_of_rows","date","table_name_cntrl_tbl","src_sys_cd_cntrl_tbl","year","month","day"
"f_invntry_bal_dly_hist","ebs_lgn","lighthouse","119986385","20221026","f_invntry_bal_dly_hist","ebs_lgn","2022","10","26"
"f_invntry_bal_dly_hist","m2m_mbrg","lighthouse","333334109","20221026","f_invntry_bal_dly_hist","m2m","2022","10","26"
"f_forecast","m2m_mbrg_file","lighthouse","23397648","20221026","f_forecast","m2m","2022","10","26"
"f_forecast","m2m_mbrg","lighthouse","1713795426","20221026","f_forecast","m2m","2022","10","26"
"f_forecast","ebs_lgn_file","lighthouse","5018094","20221026","f_forecast","ebs_lgn","2022","10","26"
"f_forecast","ebs_lgn","lighthouse","5475964505","20221026","f_forecast","ebs_lgn","2022","10","26"
"f_po_receipt","m2m_mbrg","lighthouse","229007","20221026","f_po_receipt","m2m","2022","10","26"
"f_purchase_order","m2m_mbrg","lighthouse","226411","20221026","f_purchase_order","m2m","2022","10","26"
"d_product_plant","m2m_mbrg","lighthouse","22027","20221026","d_product_plant","m2m","2022","10","26"
"d_org_unit","m2m_mbrg","lighthouse","1","20221026","d_org_unit","m2m","2022","10","26"
"f_po_receipt","ebs_lgn","lighthouse","1164702","20221026","f_po_receipt","ebs_lgn","2022","10","26"
"d_product","m2m_mbrg","lighthouse","20558","20221026","d_product","m2m","2022","10","26"
"d_supplier","m2m_mbrg","lighthouse","3864","20221026","d_supplier","m2m","2022","10","26"
"f_invntry_txn","m2m_mbrg","lighthouse","6847321","20221026","f_invntry_txn","m2m","2022","10","26"
"d_org_unit","ebs_lgn","lighthouse","34","20221026","d_org_unit","ebs_lgn","2022","10","26"
"d_product_plant","ebs_lgn","lighthouse","473045","20221026","d_product_plant","ebs_lgn","2022","10","26"
"d_product","ebs_lgn","lighthouse","473034","20221026","d_product","ebs_lgn","2022","10","26"
"f_purchase_order","ebs_lgn","lighthouse","708032","20221026","f_purchase_order","ebs_lgn","2022","10","26"
"d_product_supplier_xref","ebs_lgn","lighthouse","55746","20221026","d_product_supplier_xref","ebs_lgn","2022","10","26"
"f_invntry_txn","ebs_lgn","lighthouse","18721150","20221026","f_invntry_txn","ebs_lgn","2022","10","26"
"d_supplier","ebs_lgn","lighthouse","8753","20221026","d_supplier","ebs_lgn","2022","10","26"
"d_company","ebs_lgn","lighthouse","78","20221026","d_company","ebs_lgn","2022","10","26"
"d_company","m2m_mbrg","lighthouse","1","20221026","d_company","m2m","2022","10","26"
"f_cntrl_tower_usage","m2m_mbrg","lighthouse","15471","20221026","f_cntrl_tower_usage","m2m","2022","10","26"
"f_cntrl_tower_sku_site","m2m_mbrg","lighthouse","5807","20221026","f_cntrl_tower_sku_site","m2m","2022","10","26"
"f_cntrl_tower_fg_fcst","m2m_mbrg","lighthouse","10555","20221026","f_cntrl_tower_fg_fcst","m2m","2022","10","26"
"f_cntrl_tower_fcf_fcst","m2m_mbrg","lighthouse","9065","20221026","f_cntrl_tower_fcf_fcst","m2m","2022","10","26"
"f_cntrl_tower_receipts","m2m_mbrg","lighthouse","29299","20221026","f_cntrl_tower_receipts","m2m","2022","10","26"
"f_cntrl_tower_fes_fcst","m2m_mbrg","lighthouse","9065","20221026","f_cntrl_tower_fes_fcst","m2m","2022","10","26"
"f_cntrl_tower_open_po","m2m_mbrg","lighthouse","1465","20221026","f_cntrl_tower_open_po","m2m","2022","10","26"
"f_cntrl_tower_fcf_fcst","ebs_lgn","lighthouse","64805","20221026","f_cntrl_tower_fcf_fcst","ebs_lgn","2022","10","26"
"f_cntrl_tower_usage","ebs_lgn","lighthouse","73010","20221026","f_cntrl_tower_usage","ebs_lgn","2022","10","26"
"f_cntrl_tower_receipts","ebs_lgn","lighthouse","33160","20221026","f_cntrl_tower_receipts","ebs_lgn","2022","10","26"
"f_cntrl_tower_aopgrowth_fcst","ebs_lgn","lighthouse","93065","20221026","f_cntrl_tower_aopgrowth_fcst","ebs_lgn","2022","10","26"
"f_cntrl_tower_aopgrowth_fcst","m2m_mbrg","lighthouse","24860","20221026","f_cntrl_tower_aopgrowth_fcst","m2m","2022","10","26"
"f_cntrl_tower_sku_site","ebs_lgn","lighthouse","94056","20221026","f_cntrl_tower_sku_site","ebs_lgn","2022","10","26"
"f_cntrl_tower_erp_dmd","ebs_lgn","lighthouse","115770","20221026","f_cntrl_tower_erp_dmd","ebs_lgn","2022","10","26"
"f_cntrl_tower_fes_fcst","ebs_lgn","lighthouse","64805","20221026","f_cntrl_tower_fes_fcst","ebs_lgn","2022","10","26"
"f_cntrl_tower_erp_dmd","m2m_mbrg","lighthouse","24860","20221026","f_cntrl_tower_erp_dmd","m2m","2022","10","26"
"f_cntrl_tower_ioh","m2m_mbrg","lighthouse","3016","20221026","f_cntrl_tower_ioh","m2m","2022","10","26"
"f_cntrl_tower_fg_fcst","ebs_lgn","lighthouse","102510","20221026","f_cntrl_tower_fg_fcst","ebs_lgn","2022","10","26"
"f_cntrl_tower_open_po","ebs_lgn","lighthouse","5456","20221026","f_cntrl_tower_open_po","ebs_lgn","2022","10","26"
"f_cntrl_tower_ioh","ebs_lgn","lighthouse","11843","20221026","f_cntrl_tower_ioh","ebs_lgn","2022","10","26"
"f_invntry_bal_dly_hist","nav_ger","lighthouse","6436043","20221026","f_invntry_bal_dly_hist","nav_ger","2022","10","26"
"f_forecast","nav_ger","lighthouse","381089005","20221026","f_forecast","nav_ger","2022","10","26"
"f_forecast","gbl","lighthouse","191586135","20221026","f_forecast","gbl","2022","10","26"
"f_invntry_txn","saplsg","lighthouse","12310102","20221026","f_invntry_txn","saplsg","2022","10","26"
"f_invntry_bal_dly_hist","saplsg","lighthouse","168467","20221026","f_invntry_bal_dly_hist","saplsg","2022","10","26"
"d_product_supplier_xref","saplsg","lighthouse","74675","20221026","d_product_supplier_xref","saplsg","2022","10","26"
"d_product_plant","e1lsg","lighthouse","19633666","20221026","d_product_plant","e1lsg","2022","10","26"
"d_product_supplier_xref","e1lsg","lighthouse","1235373","20221026","d_product_supplier_xref","e1lsg","2022","10","26"
"d_supplier","e1lsg","lighthouse","2398176","20221026","d_supplier","e1lsg","2022","10","26"
"d_product","e1lsg","lighthouse","800219","20221026","d_product","e1lsg","2022","10","26"
"d_product_plant","saplsg","lighthouse","2685650","20221026","d_product_plant","saplsg","2022","10","26"
"f_cntrl_tower_sku_site","saplsg","lighthouse","335933","20221026","f_cntrl_tower_sku_site","saplsg","2022","10","26"
"d_product_cost","saplsg","lighthouse","2104558","20221026","d_product_cost","saplsg","2022","10","26"
"d_company","e1lsg","lighthouse","987","20221026","d_company","e1lsg","2022","10","26"
"f_cntrl_tower_usage","saplsg","lighthouse","96688","20221026","f_cntrl_tower_usage","saplsg","2022","10","26"
"f_cntrl_tower_ioh","saplsg","lighthouse","29205","20221026","f_cntrl_tower_ioh","saplsg","2022","10","26"
"f_cntrl_tower_sku_site","e1lsg","lighthouse","1539026","20221026","f_cntrl_tower_sku_site","e1lsg","2022","10","26"
"f_invntry_txn","nav_ger","lighthouse","36593572","20221026","f_invntry_txn","nav_ger","2022","10","26"
"f_cntrl_tower_open_po","nav_ger","lighthouse","3998","20221026","f_cntrl_tower_open_po","nav_ger","2022","10","26"
"f_cntrl_tower_usage","nav_ger","lighthouse","108793","20221026","f_cntrl_tower_usage","nav_ger","2022","10","26"
"f_cntrl_tower_receipts","gbl","lighthouse","85589","20221026","f_cntrl_tower_receipts","gbl","2022","10","26"
"f_cntrl_tower_ioh","nav_ger","lighthouse","17529","20221026","f_cntrl_tower_ioh","nav_ger","2022","10","26"
"f_cntrl_tower_sku_site","nav_ger","lighthouse","29027","20221026","f_cntrl_tower_sku_site","nav_ger","2022","10","26"
"f_cntrl_tower_open_po","gbl","lighthouse","19992","20221026","f_cntrl_tower_open_po","gbl","2022","10","26"
"f_cntrl_tower_receipts","nav_ger","lighthouse","36770","20221026","f_cntrl_tower_receipts","nav_ger","2022","10","26"
"f_cntrl_tower_sku_site","gbl","lighthouse","393441","20221026","f_cntrl_tower_sku_site","gbl","2022","10","26"
"f_cntrl_tower_ioh","gbl","lighthouse","27123","20221026","f_cntrl_tower_ioh","gbl","2022","10","26"
"f_cntrl_tower_usage","gbl","lighthouse","216505","20221026","f_cntrl_tower_usage","gbl","2022","10","26"
"d_product_supplier_xref","nav_ger","lighthouse","17897","20221026","d_product_supplier_xref","nav_ger","2022","10","26"
"d_product_supplier_xref","gbl","lighthouse","134507","20221026","d_product_supplier_xref","gbl","2022","10","26"
"f_cntrl_tower_erp_dmd","gbl","lighthouse","110606","20221026","f_cntrl_tower_erp_dmd","gbl","2022","10","26"
"f_cntrl_tower_fes_fcst","nav_ger","lighthouse","106238","20221026","f_cntrl_tower_fes_fcst","nav_ger","2022","10","26"
"f_cntrl_tower_fcf_fcst","nav_ger","lighthouse","113684","20221026","f_cntrl_tower_fcf_fcst","nav_ger","2022","10","26"
"f_cntrl_tower_fcf_fcst","gbl","lighthouse","198606","20221026","f_cntrl_tower_fcf_fcst","gbl","2022","10","26"
"f_cntrl_tower_fes_fcst","gbl","lighthouse","16577","20221026","f_cntrl_tower_fes_fcst","gbl","2022","10","26"
"f_invntry_bal_dly_hist","ebs_lgn","lighthouse","123787162","20230114","f_invntry_bal_dly_hist","ebs_lgn","2023","01","14"
"f_invntry_bal_dly_hist","m2m_mbrg","lighthouse","334674006","20230114","f_invntry_bal_dly_hist","m2m","2023","01","14"
"f_forecast","m2m_mbrg_file","lighthouse","28575816","20230114","f_forecast","m2m","2023","01","14"
"f_forecast","m2m_mbrg","lighthouse","1771933670","20230114","f_forecast","m2m","2023","01","14"
"f_forecast","ebs_lgn_file","lighthouse","6313615","20230114","f_forecast","ebs_lgn","2023","01","14"
"f_forecast","ebs_lgn","lighthouse","5783428635","20230114","f_forecast","ebs_lgn","2023","01","14"
"f_po_receipt","m2m_mbrg","lighthouse","234986","20230114","f_po_receipt","m2m","2023","01","14"
"f_purchase_order","m2m_mbrg","lighthouse","231828","20230114","f_purchase_order","m2m","2023","01","14"
"d_product_plant","m2m_mbrg","lighthouse","22007","20230114","d_product_plant","m2m","2023","01","14"
"d_product","m2m_mbrg","lighthouse","20554","20230114","d_product","m2m","2023","01","14"
"d_org_unit","m2m_mbrg","lighthouse","1","20230114","d_org_unit","m2m","2023","01","14"
"f_po_receipt","ebs_lgn","lighthouse","1191656","20230114","f_po_receipt","ebs_lgn","2023","01","14"
"d_product","ebs_lgn","lighthouse","479323","20230114","d_product","ebs_lgn","2023","01","14"
"d_supplier","m2m_mbrg","lighthouse","3875","20230114","d_supplier","m2m","2023","01","14"
"f_invntry_txn","m2m_mbrg","lighthouse","7099670","20230114","f_invntry_txn","m2m","2023","01","14"
"d_org_unit","ebs_lgn","lighthouse","34","20230114","d_org_unit","ebs_lgn","2023","01","14"
"f_purchase_order","ebs_lgn","lighthouse","715697","20230114","f_purchase_order","ebs_lgn","2023","01","14"
"d_product_supplier_xref","ebs_lgn","lighthouse","56202","20230114","d_product_supplier_xref","ebs_lgn","2023","01","14"
"d_product_plant","ebs_lgn","lighthouse","479334","20230114","d_product_plant","ebs_lgn","2023","01","14"
"f_invntry_txn","ebs_lgn","lighthouse","19249708","20230114","f_invntry_txn","ebs_lgn","2023","01","14"
"d_supplier","ebs_lgn","lighthouse","8774","20230114","d_supplier","ebs_lgn","2023","01","14"
"d_company","ebs_lgn","lighthouse","78","20230114","d_company","ebs_lgn","2023","01","14"
"d_company","m2m_mbrg","lighthouse","1","20230114","d_company","m2m","2023","01","14"
"f_cntrl_tower_ioh","ebs_lgn","lighthouse","11638","20230114","f_cntrl_tower_ioh","ebs_lgn","2023","01","14"
"f_cntrl_tower_usage","m2m_mbrg","lighthouse","18196","20230114","f_cntrl_tower_usage","m2m","2023","01","14"
"f_cntrl_tower_erp_dmd","m2m_mbrg","lighthouse","63141","20230114","f_cntrl_tower_erp_dmd","m2m","2023","01","14"
"f_cntrl_tower_sku_site","m2m_mbrg","lighthouse","5828","20230114","f_cntrl_tower_sku_site","m2m","2023","01","14"
"f_cntrl_tower_fg_fcst","m2m_mbrg","lighthouse","27196","20230114","f_cntrl_tower_fg_fcst","m2m","2023","01","14"
"f_cntrl_tower_fcf_fcst","m2m_mbrg","lighthouse","135191","20230114","f_cntrl_tower_fcf_fcst","m2m","2023","01","14"
"f_cntrl_tower_ioh","m2m_mbrg","lighthouse","3017","20230114","f_cntrl_tower_ioh","m2m","2023","01","14"
"f_cntrl_tower_receipts","m2m_mbrg","lighthouse","19675","20230114","f_cntrl_tower_receipts","m2m","2023","01","14"
"f_cntrl_tower_fes_fcst","m2m_mbrg","lighthouse","23569","20230114","f_cntrl_tower_fes_fcst","m2m","2023","01","14"
"f_cntrl_tower_fg_fcst","ebs_lgn","lighthouse","281554","20230114","f_cntrl_tower_fg_fcst","ebs_lgn","2023","01","14"
"f_cntrl_tower_open_po","m2m_mbrg","lighthouse","1595","20230114","f_cntrl_tower_open_po","m2m","2023","01","14"
"f_cntrl_tower_fcf_fcst","ebs_lgn","lighthouse","2544659","20230114","f_cntrl_tower_fcf_fcst","ebs_lgn","2023","01","14"
"f_cntrl_tower_usage","ebs_lgn","lighthouse","79257","20230114","f_cntrl_tower_usage","ebs_lgn","2023","01","14"
"f_cntrl_tower_aopgrowth_fcst","ebs_lgn","lighthouse","228046","20230114","f_cntrl_tower_aopgrowth_fcst","ebs_lgn","2023","01","14"
"f_cntrl_tower_aopgrowth_fcst","m2m_mbrg","lighthouse","63141","20230114","f_cntrl_tower_aopgrowth_fcst","m2m","2023","01","14"
"f_cntrl_tower_sku_site","ebs_lgn","lighthouse","97305","20230114","f_cntrl_tower_sku_site","ebs_lgn","2023","01","14"
"f_cntrl_tower_open_po","ebs_lgn","lighthouse","5979","20230114","f_cntrl_tower_open_po","ebs_lgn","2023","01","14"
"f_cntrl_tower_erp_dmd","ebs_lgn","lighthouse","297180","20230114","f_cntrl_tower_erp_dmd","ebs_lgn","2023","01","14"
"f_cntrl_tower_receipts","ebs_lgn","lighthouse","29213","20230114","f_cntrl_tower_receipts","ebs_lgn","2023","01","14"
"f_cntrl_tower_fes_fcst","ebs_lgn","lighthouse","168493","20230114","f_cntrl_tower_fes_fcst","ebs_lgn","2023","01","14"
"f_forecast","saplsg","lighthouse","97928988","20230114","f_forecast","saplsg","2023","01","14"
"f_invntry_bal_dly_hist","saplsg","lighthouse","9638930","20230114","f_invntry_bal_dly_hist","saplsg","2023","01","14"
"f_forecast","e1lsg","lighthouse","137764092","20230114","f_forecast","e1lsg","2023","01","14"
"f_invntry_bal_dly_hist","e1lsg","lighthouse","42555964","20230114","f_invntry_bal_dly_hist","e1lsg","2023","01","14"
"f_invntry_bal_dly_hist","nav_ger","lighthouse","10836732","20230114","f_invntry_bal_dly_hist","nav_ger","2023","01","14"
"f_forecast","nav_ger","lighthouse","481110447","20230114","f_forecast","nav_ger","2023","01","14"
"f_forecast","gbl","lighthouse","289848907","20230114","f_forecast","gbl","2023","01","14"
"f_po_receipt","saplsg","lighthouse","5802625","20230114","f_po_receipt","saplsg","2023","01","14"
"f_po_delivery_schedule","saplsg","lighthouse","534712","20230114","f_po_delivery_schedule","saplsg","2023","01","14"
"f_invntry_txn","saplsg","lighthouse","28705042","20230114","f_invntry_txn","saplsg","2023","01","14"
"d_product_supplier_xref","saplsg","lighthouse","52950","20230114","d_product_supplier_xref","saplsg","2023","01","14"
"d_product_plant","e1lsg","lighthouse","20320596","20230114","d_product_plant","e1lsg","2023","01","14"
"d_product_supplier_xref","e1lsg","lighthouse","1008861","20230114","d_product_supplier_xref","e1lsg","2023","01","14"
"d_supplier","e1lsg","lighthouse","2430767","20230114","d_supplier","e1lsg","2023","01","14"
"d_product_cost","saplsg","lighthouse","2105965","20230114","d_product_cost","saplsg","2023","01","14"
"f_po_delivery_schedule","e1lsg","lighthouse","5860693","20230114","f_po_delivery_schedule","e1lsg","2023","01","14"
"f_po_receipt","e1lsg","lighthouse","5065870","20230114","f_po_receipt","e1lsg","2023","01","14"
"d_company","e1lsg","lighthouse","1010","20230114","d_company","e1lsg","2023","01","14"
"d_product","e1lsg","lighthouse","816059","20230114","d_product","e1lsg","2023","01","14"
"f_purchase_order","saplsg","lighthouse","1717583","20230114","f_purchase_order","saplsg","2023","01","14"
"d_product_plant","saplsg","lighthouse","2698790","20230114","d_product_plant","saplsg","2023","01","14"
"f_cntrl_tower_sku_site","saplsg","lighthouse","377236","20230114","f_cntrl_tower_sku_site","saplsg","2023","01","14"
"f_purchase_order","e1lsg","lighthouse","4040194","20230114","f_purchase_order","e1lsg","2023","01","14"
"f_cntrl_tower_ioh","saplsg","lighthouse","28710","20230114","f_cntrl_tower_ioh","saplsg","2023","01","14"
"f_cntrl_tower_usage","saplsg","lighthouse","116031","20230114","f_cntrl_tower_usage","saplsg","2023","01","14"
"d_product_cost","e1lsg","lighthouse","8328126","20230114","d_product_cost","e1lsg","2023","01","14"
"f_invntry_txn","e1lsg","lighthouse","60205206","20230114","f_invntry_txn","e1lsg","2023","01","14"
"d_supplier","saplsg","lighthouse","94506","20230114","d_supplier","saplsg","2023","01","14"
"f_cntrl_tower_sku_site","e1lsg","lighthouse","1004437","20230114","f_cntrl_tower_sku_site","e1lsg","2023","01","14"
"f_cntrl_tower_fcf_fcst","saplsg","lighthouse","49210","20230114","f_cntrl_tower_fcf_fcst","saplsg","2023","01","14"
"f_cntrl_tower_fcf_fcst","e1lsg","lighthouse","518613","20230114","f_cntrl_tower_fcf_fcst","e1lsg","2023","01","14"
"f_cntrl_tower_ioh","e1lsg","lighthouse","62347","20230114","f_cntrl_tower_ioh","e1lsg","2023","01","14"
"f_cntrl_tower_open_po","e1lsg","lighthouse","11341","20230114","f_cntrl_tower_open_po","e1lsg","2023","01","14"
"f_cntrl_tower_usage","e1lsg","lighthouse","450594","20230114","f_cntrl_tower_usage","e1lsg","2023","01","14"
"f_cntrl_tower_receipts","e1lsg","lighthouse","173820","20230114","f_cntrl_tower_receipts","e1lsg","2023","01","14"
"f_cntrl_tower_receipts","saplsg","lighthouse","34895","20230114","f_cntrl_tower_receipts","saplsg","2023","01","14"
"f_cntrl_tower_open_po","saplsg","lighthouse","2726","20230114","f_cntrl_tower_open_po","saplsg","2023","01","14"
"f_invntry_txn","nav_ger","lighthouse","37384550","20230114","f_invntry_txn","nav_ger","2023","01","14"
"f_cntrl_tower_sku_site","gbl","lighthouse","381533","20230114","f_cntrl_tower_sku_site","gbl","2023","01","14"
"f_cntrl_tower_open_po","gbl","lighthouse","17948","20230114","f_cntrl_tower_open_po","gbl","2023","01","14"
"f_cntrl_tower_open_po","nav_ger","lighthouse","2550","20230114","f_cntrl_tower_open_po","nav_ger","2023","01","14"
"f_cntrl_tower_usage","nav_ger","lighthouse","61552","20230114","f_cntrl_tower_usage","nav_ger","2023","01","14"
"f_cntrl_tower_receipts","gbl","lighthouse","45530","20230114","f_cntrl_tower_receipts","gbl","2023","01","14"
"f_cntrl_tower_ioh","nav_ger","lighthouse","17612","20230114","f_cntrl_tower_ioh","nav_ger","2023","01","14"
"f_cntrl_tower_usage","gbl","lighthouse","119657","20230114","f_cntrl_tower_usage","gbl","2023","01","14"
"f_cntrl_tower_receipts","nav_ger","lighthouse","18224","20230114","f_cntrl_tower_receipts","nav_ger","2023","01","14"
"f_cntrl_tower_sku_site","nav_ger","lighthouse","29090","20230114","f_cntrl_tower_sku_site","nav_ger","2023","01","14"
"f_cntrl_tower_ioh","gbl","lighthouse","27849","20230114","f_cntrl_tower_ioh","gbl","2023","01","14"
"d_product_supplier_xref","nav_ger","lighthouse","17760","20230114","d_product_supplier_xref","nav_ger","2023","01","14"
"d_product_supplier_xref","gbl","lighthouse","135313","20230114","d_product_supplier_xref","gbl","2023","01","14"
"f_cntrl_tower_fcf_fcst","nav_ger","lighthouse","57827","20230114","f_cntrl_tower_fcf_fcst","nav_ger","2023","01","14"
"f_cntrl_tower_fcf_fcst","gbl","lighthouse","188336","20230114","f_cntrl_tower_fcf_fcst","gbl","2023","01","14"
"f_invntry_bal_dly_hist","ebs_lgn","lighthouse","123475189","20230107","f_invntry_bal_dly_hist","ebs_lgn","2023","01","07"
"f_invntry_bal_dly_hist","m2m_mbrg","lighthouse","334569301","20230107","f_invntry_bal_dly_hist","m2m","2023","01","07"
"f_forecast","m2m_mbrg_file","lighthouse","28128320","20230107","f_forecast","m2m","2023","01","07"
"f_forecast","m2m_mbrg","lighthouse","1766857489","20230107","f_forecast","m2m","2023","01","07"
"f_forecast","ebs_lgn_file","lighthouse","6198822","20230107","f_forecast","ebs_lgn","2023","01","07"
"f_forecast","ebs_lgn","lighthouse","5755570351","20230107","f_forecast","ebs_lgn","2023","01","07"
"f_po_receipt","m2m_mbrg","lighthouse","234336","20230107","f_po_receipt","m2m","2023","01","07"
"f_purchase_order","m2m_mbrg","lighthouse","231293","20230107","f_purchase_order","m2m","2023","01","07"
"d_product_plant","m2m_mbrg","lighthouse","22097","20230107","d_product_plant","m2m","2023","01","07"
"d_product","m2m_mbrg","lighthouse","20636","20230107","d_product","m2m","2023","01","07"
"d_org_unit","m2m_mbrg","lighthouse","1","20230107","d_org_unit","m2m","2023","01","07"
"f_po_receipt","ebs_lgn","lighthouse","1189476","20230107","f_po_receipt","ebs_lgn","2023","01","07"
"d_product","ebs_lgn","lighthouse","478509","20230107","d_product","ebs_lgn","2023","01","07"
"d_supplier","m2m_mbrg","lighthouse","3875","20230107","d_supplier","m2m","2023","01","07"
"f_invntry_txn","m2m_mbrg","lighthouse","7072728","20230107","f_invntry_txn","m2m","2023","01","07"
"d_org_unit","ebs_lgn","lighthouse","34","20230107","d_org_unit","ebs_lgn","2023","01","07"
"f_purchase_order","ebs_lgn","lighthouse","714970","20230107","f_purchase_order","ebs_lgn","2023","01","07"
"d_product_supplier_xref","ebs_lgn","lighthouse","56167","20230107","d_product_supplier_xref","ebs_lgn","2023","01","07"
"d_product_plant","ebs_lgn","lighthouse","478520","20230107","d_product_plant","ebs_lgn","2023","01","07"
"f_invntry_txn","ebs_lgn","lighthouse","19186095","20230107","f_invntry_txn","ebs_lgn","2023","01","07"
"d_supplier","ebs_lgn","lighthouse","8773","20230107","d_supplier","ebs_lgn","2023","01","07"
"d_company","ebs_lgn","lighthouse","78","20230107","d_company","ebs_lgn","2023","01","07"
"d_company","m2m_mbrg","lighthouse","1","20230107","d_company","m2m","2023","01","07"
"f_cntrl_tower_ioh","ebs_lgn","lighthouse","11793","20230107","f_cntrl_tower_ioh","ebs_lgn","2023","01","07"
"f_cntrl_tower_usage","m2m_mbrg","lighthouse","17959","20230107","f_cntrl_tower_usage","m2m","2023","01","07"
"f_cntrl_tower_erp_dmd","m2m_mbrg","lighthouse","62933","20230107","f_cntrl_tower_erp_dmd","m2m","2023","01","07"
"f_cntrl_tower_sku_site","m2m_mbrg","lighthouse","5829","20230107","f_cntrl_tower_sku_site","m2m","2023","01","07"
"f_cntrl_tower_fg_fcst","m2m_mbrg","lighthouse","27235","20230107","f_cntrl_tower_fg_fcst","m2m","2023","01","07"
"f_cntrl_tower_fcf_fcst","m2m_mbrg","lighthouse","135269","20230107","f_cntrl_tower_fcf_fcst","m2m","2023","01","07"
"f_cntrl_tower_ioh","m2m_mbrg","lighthouse","3021","20230107","f_cntrl_tower_ioh","m2m","2023","01","07"
"f_cntrl_tower_receipts","m2m_mbrg","lighthouse","19301","20230107","f_cntrl_tower_receipts","m2m","2023","01","07"
"f_cntrl_tower_fes_fcst","m2m_mbrg","lighthouse","23569","20230107","f_cntrl_tower_fes_fcst","m2m","2023","01","07"
"f_cntrl_tower_fg_fcst","ebs_lgn","lighthouse","281164","20230107","f_cntrl_tower_fg_fcst","ebs_lgn","2023","01","07"
"f_cntrl_tower_open_po","m2m_mbrg","lighthouse","1581","20230107","f_cntrl_tower_open_po","m2m","2023","01","07"
"f_cntrl_tower_fcf_fcst","ebs_lgn","lighthouse","2542014","20230107","f_cntrl_tower_fcf_fcst","ebs_lgn","2023","01","07"
"f_cntrl_tower_aopgrowth_fcst","ebs_lgn","lighthouse","229346","20230107","f_cntrl_tower_aopgrowth_fcst","ebs_lgn","2023","01","07"
"f_cntrl_tower_aopgrowth_fcst","m2m_mbrg","lighthouse","62933","20230107","f_cntrl_tower_aopgrowth_fcst","m2m","2023","01","07"
"f_cntrl_tower_sku_site","ebs_lgn","lighthouse","97139","20230107","f_cntrl_tower_sku_site","ebs_lgn","2023","01","07"
"f_cntrl_tower_open_po","ebs_lgn","lighthouse","5973","20230107","f_cntrl_tower_open_po","ebs_lgn","2023","01","07"
"f_cntrl_tower_erp_dmd","ebs_lgn","lighthouse","298285","20230107","f_cntrl_tower_erp_dmd","ebs_lgn","2023","01","07"
"f_cntrl_tower_usage","ebs_lgn","lighthouse","77696","20230107","f_cntrl_tower_usage","ebs_lgn","2023","01","07"
"f_cntrl_tower_receipts","ebs_lgn","lighthouse","28652","20230107","f_cntrl_tower_receipts","ebs_lgn","2023","01","07"
"f_cntrl_tower_fes_fcst","ebs_lgn","lighthouse","168493","20230107","f_cntrl_tower_fes_fcst","ebs_lgn","2023","01","07"
"f_forecast","saplsg","lighthouse","86038726","20230107","f_forecast","saplsg","2023","01","07"
"f_invntry_bal_dly_hist","saplsg","lighthouse","8504540","20230107","f_invntry_bal_dly_hist","saplsg","2023","01","07"
"f_forecast","e1lsg","lighthouse","121513606","20230107","f_forecast","e1lsg","2023","01","07"
"f_invntry_bal_dly_hist","e1lsg","lighthouse","37770801","20230107","f_invntry_bal_dly_hist","e1lsg","2023","01","07"
"f_invntry_bal_dly_hist","nav_ger","lighthouse","10426023","20230107","f_invntry_bal_dly_hist","nav_ger","2023","01","07"
"f_forecast","nav_ger","lighthouse","477536282","20230107","f_forecast","nav_ger","2023","01","07"
"f_forecast","gbl","lighthouse","281699935","20230107","f_forecast","gbl","2023","01","07"
"f_po_receipt","saplsg","lighthouse","5768963","20230107","f_po_receipt","saplsg","2023","01","07"
"f_po_delivery_schedule","saplsg","lighthouse","530421","20230107","f_po_delivery_schedule","saplsg","2023","01","07"
"f_invntry_txn","saplsg","lighthouse","28551316","20230107","f_invntry_txn","saplsg","2023","01","07"
"d_product_supplier_xref","saplsg","lighthouse","52931","20230107","d_product_supplier_xref","saplsg","2023","01","07"
"d_product_plant","e1lsg","lighthouse","20285048","20230107","d_product_plant","e1lsg","2023","01","07"
"d_product_supplier_xref","e1lsg","lighthouse","1006679","20230107","d_product_supplier_xref","e1lsg","2023","01","07"
"d_supplier","e1lsg","lighthouse","2428399","20230107","d_supplier","e1lsg","2023","01","07"
"d_product_cost","saplsg","lighthouse","2105889","20230107","d_product_cost","saplsg","2023","01","07"
"f_po_receipt","e1lsg","lighthouse","5066147","20230107","f_po_receipt","e1lsg","2023","01","07"
"f_po_delivery_schedule","e1lsg","lighthouse","5853527","20230107","f_po_delivery_schedule","e1lsg","2023","01","07"
"d_company","e1lsg","lighthouse","1006","20230107","d_company","e1lsg","2023","01","07"
"d_product","e1lsg","lighthouse","815733","20230107","d_product","e1lsg","2023","01","07"
"f_purchase_order","saplsg","lighthouse","1711840","20230107","f_purchase_order","saplsg","2023","01","07"
"d_product_plant","saplsg","lighthouse","2697103","20230107","d_product_plant","saplsg","2023","01","07"
"f_cntrl_tower_sku_site","saplsg","lighthouse","377098","20230107","f_cntrl_tower_sku_site","saplsg","2023","01","07"
"f_purchase_order","e1lsg","lighthouse","4028011","20230107","f_purchase_order","e1lsg","2023","01","07"
"f_cntrl_tower_usage","saplsg","lighthouse","113706","20230107","f_cntrl_tower_usage","saplsg","2023","01","07"
"f_cntrl_tower_ioh","saplsg","lighthouse","28706","20230107","f_cntrl_tower_ioh","saplsg","2023","01","07"
